asset_id,asset_type,asset_name,category,manufacturer,installation_date,warranty_expiry,site_id,building_id,customer_id,industry,city,site_type,site_name
ASSET000685,UPS,UPS,Power,APC,2023-01-12,2028-01-11,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000686,Desktop,Desktop Computer,IT,Dell,2020-04-29,2025-04-28,SITE020,SITE020_BLDG04,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000687,UPS,UPS,Power,APC,2020-10-16,2025-10-15,SITE020,SITE020_BLDG04,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000688,UPS,UPS,Power,APC,2020-04-25,2025-04-24,SITE020,SITE020_BLDG03,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000689,AHU,HVAC Unit,Infrastructure,Daikin,2025-11-22,2030-11-21,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000690,Access Point,WiFi Access Point,Networking,Cisco,2020-07-01,2025-06-30,SITE020,SITE020_BLDG04,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000691,Network Switch,Network Switch,Networking,Cisco,2024-02-07,2029-02-05,SITE020,SITE020_BLDG03,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000692,Biometric,Biometric Device,Security,ZKTeco,2025-02-27,2030-02-26,SITE020,SITE020_BLDG04,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000693,Access Point,WiFi Access Point,Networking,Cisco,2021-10-10,2026-10-09,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000694,Printer,Printer,Office Equipment,HP,2024-12-03,2029-12-02,SITE020,SITE020_BLDG03,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000695,Display,Conference Display,AV,Samsung,2025-04-29,2030-04-28,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000696,Desktop,Desktop Computer,IT,Dell,2025-02-21,2030-02-20,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000697,Network Switch,Network Switch,Networking,Cisco,2020-11-04,2025-11-03,SITE020,SITE020_BLDG03,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000698,Printer,Printer,Office Equipment,HP,2020-04-21,2025-04-20,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000699,Printer,Printer,Office Equipment,HP,2020-01-08,2025-01-06,SITE020,SITE020_BLDG04,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000700,Desktop,Desktop Computer,IT,Dell,2024-02-01,2029-01-30,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000701,Biometric,Biometric Device,Security,ZKTeco,2024-02-15,2029-02-13,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000702,Printer,Printer,Office Equipment,HP,2022-06-16,2027-06-15,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000703,Biometric,Biometric Device,Security,ZKTeco,2021-11-08,2026-11-07,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000704,Access Point,WiFi Access Point,Networking,Cisco,2025-06-26,2030-06-25,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000705,Desktop,Desktop Computer,IT,Dell,2023-10-02,2028-09-30,SITE020,SITE020_BLDG03,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000706,Display,Conference Display,AV,Samsung,2025-01-25,2030-01-24,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000707,Display,Conference Display,AV,Samsung,2024-04-17,2029-04-16,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000708,UPS,UPS,Power,APC,2023-08-02,2028-07-31,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000709,Network Switch,Network Switch,Networking,Cisco,2023-09-18,2028-09-16,SITE020,SITE020_BLDG03,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000710,Biometric,Biometric Device,Security,ZKTeco,2024-01-12,2029-01-10,SITE020,SITE020_BLDG04,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000711,Biometric,Biometric Device,Security,ZKTeco,2019-11-25,2024-11-23,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000712,AHU,HVAC Unit,Infrastructure,Daikin,2020-04-30,2025-04-29,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000713,Biometric,Biometric Device,Security,ZKTeco,2024-12-06,2029-12-05,SITE020,SITE020_BLDG02,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000714,Access Point,WiFi Access Point,Networking,Cisco,2019-01-15,2024-01-14,SITE020,SITE020_BLDG01,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000715,UPS,UPS,Power,APC,2024-03-11,2029-03-10,SITE020,SITE020_BLDG04,CUST003,Commercial Offices,Chennai,Tech Park,Chennai Tech Park
ASSET000716,Biometric,Biometric Device,Security,ZKTeco,2021-07-29,2026-07-28,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000717,Printer,Printer,Office Equipment,HP,2022-11-18,2027-11-17,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000718,UPS,UPS,Power,APC,2021-02-11,2026-02-10,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000719,Display,Conference Display,AV,Samsung,2019-05-12,2024-05-10,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000720,Biometric,Biometric Device,Security,ZKTeco,2025-11-23,2030-11-22,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000721,Access Point,WiFi Access Point,Networking,Cisco,2021-04-24,2026-04-23,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000722,Display,Conference Display,AV,Samsung,2025-08-29,2030-08-28,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000723,Printer,Printer,Office Equipment,HP,2025-09-14,2030-09-13,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000724,Desktop,Desktop Computer,IT,Dell,2021-09-29,2026-09-28,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000725,Desktop,Desktop Computer,IT,Dell,2023-07-06,2028-07-04,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000726,Access Point,WiFi Access Point,Networking,Cisco,2025-01-19,2030-01-18,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000727,Desktop,Desktop Computer,IT,Dell,2020-07-27,2025-07-26,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000728,UPS,UPS,Power,APC,2021-08-17,2026-08-16,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000729,AHU,HVAC Unit,Infrastructure,Daikin,2025-06-23,2030-06-22,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000730,AHU,HVAC Unit,Infrastructure,Daikin,2021-08-28,2026-08-27,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000731,Network Switch,Network Switch,Networking,Cisco,2024-11-05,2029-11-04,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000732,Biometric,Biometric Device,Security,ZKTeco,2022-05-15,2027-05-14,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000733,Desktop,Desktop Computer,IT,Dell,2025-03-30,2030-03-29,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000734,Network Switch,Network Switch,Networking,Cisco,2023-10-16,2028-10-14,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000735,Printer,Printer,Office Equipment,HP,2019-07-12,2024-07-10,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000736,Biometric,Biometric Device,Security,ZKTeco,2024-11-18,2029-11-17,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000737,Biometric,Biometric Device,Security,ZKTeco,2023-07-31,2028-07-29,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000738,UPS,UPS,Power,APC,2023-03-22,2028-03-20,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000739,Printer,Printer,Office Equipment,HP,2021-09-14,2026-09-13,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000740,UPS,UPS,Power,APC,2020-08-14,2025-08-13,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000741,Desktop,Desktop Computer,IT,Dell,2025-04-22,2030-04-21,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000742,Biometric,Biometric Device,Security,ZKTeco,2025-04-01,2030-03-31,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000743,Network Switch,Network Switch,Networking,Cisco,2023-05-10,2028-05-08,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000744,UPS,UPS,Power,APC,2021-04-12,2026-04-11,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000745,Display,Conference Display,AV,Samsung,2024-01-17,2029-01-15,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000746,Display,Conference Display,AV,Samsung,2025-01-02,2030-01-01,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000747,Access Point,WiFi Access Point,Networking,Cisco,2019-07-31,2024-07-29,SITE021,SITE021_BLDG02,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000748,Biometric,Biometric Device,Security,ZKTeco,2025-10-13,2030-10-12,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000749,Desktop,Desktop Computer,IT,Dell,2019-10-26,2024-10-24,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000750,Access Point,WiFi Access Point,Networking,Cisco,2024-05-17,2029-05-16,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000751,AHU,HVAC Unit,Infrastructure,Daikin,2022-05-26,2027-05-25,SITE021,SITE021_BLDG01,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000752,Access Point,WiFi Access Point,Networking,Cisco,2021-02-17,2026-02-16,SITE021,SITE021_BLDG03,CUST003,Commercial Offices,Pune,Tech Park,Pune Tech Park
ASSET000753,Printer,Printer,Office Equipment,HP,2021-09-20,2026-09-19,SITE022,SITE022_BLDG06,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000754,Access Point,WiFi Access Point,Networking,Cisco,2023-06-13,2028-06-11,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000755,AHU,HVAC Unit,Infrastructure,Daikin,2022-03-05,2027-03-04,SITE022,SITE022_BLDG04,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000756,Printer,Printer,Office Equipment,HP,2024-12-25,2029-12-24,SITE022,SITE022_BLDG06,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000757,AHU,HVAC Unit,Infrastructure,Daikin,2022-06-17,2027-06-16,SITE022,SITE022_BLDG03,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000758,AHU,HVAC Unit,Infrastructure,Daikin,2024-10-01,2029-09-30,SITE022,SITE022_BLDG04,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000759,Printer,Printer,Office Equipment,HP,2020-02-08,2025-02-06,SITE022,SITE022_BLDG06,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000760,Printer,Printer,Office Equipment,HP,2022-08-04,2027-08-03,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000761,AHU,HVAC Unit,Infrastructure,Daikin,2022-07-05,2027-07-04,SITE022,SITE022_BLDG04,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000762,Desktop,Desktop Computer,IT,Dell,2025-04-23,2030-04-22,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000763,Network Switch,Network Switch,Networking,Cisco,2019-03-08,2024-03-06,SITE022,SITE022_BLDG03,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000764,Biometric,Biometric Device,Security,ZKTeco,2022-04-24,2027-04-23,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000765,Access Point,WiFi Access Point,Networking,Cisco,2022-09-13,2027-09-12,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000766,Biometric,Biometric Device,Security,ZKTeco,2025-05-22,2030-05-21,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000767,Printer,Printer,Office Equipment,HP,2025-03-05,2030-03-04,SITE022,SITE022_BLDG06,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000768,AHU,HVAC Unit,Infrastructure,Daikin,2021-11-20,2026-11-19,SITE022,SITE022_BLDG04,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000769,Printer,Printer,Office Equipment,HP,2024-03-02,2029-03-01,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000770,AHU,HVAC Unit,Infrastructure,Daikin,2020-11-24,2025-11-23,SITE022,SITE022_BLDG02,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000771,Printer,Printer,Office Equipment,HP,2021-01-23,2026-01-22,SITE022,SITE022_BLDG05,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000772,Desktop,Desktop Computer,IT,Dell,2024-11-16,2029-11-15,SITE022,SITE022_BLDG01,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000773,Display,Conference Display,AV,Samsung,2019-07-18,2024-07-16,SITE022,SITE022_BLDG01,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000774,Biometric,Biometric Device,Security,ZKTeco,2020-07-17,2025-07-16,SITE022,SITE022_BLDG06,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000775,Access Point,WiFi Access Point,Networking,Cisco,2019-10-06,2024-10-04,SITE022,SITE022_BLDG06,CUST003,Commercial Offices,Chennai,Corporate Campus,Chennai Corporate Campus
ASSET000776,CNC,CNC Machine,Production,Mazak,2021-06-14,2026-06-13,SITE023,SITE023_BLDG05,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000777,AHU,HVAC Unit,Infrastructure,Daikin,2023-03-09,2028-03-07,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000778,AHU,HVAC Unit,Infrastructure,Daikin,2024-06-21,2029-06-20,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000779,CNC,CNC Machine,Production,Mazak,2024-12-19,2029-12-18,SITE023,SITE023_BLDG05,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000780,Generator,Generator,Power,Cummins,2019-02-18,2024-02-17,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000781,Boiler,Boiler,Utilities,Thermax,2025-01-03,2030-01-02,SITE023,SITE023_BLDG03,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000782,CNC,CNC Machine,Production,Mazak,2024-08-19,2029-08-18,SITE023,SITE023_BLDG07,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000783,Generator,Generator,Power,Cummins,2021-01-04,2026-01-03,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000784,Conveyor,Conveyor Belt,Production,Siemens,2024-11-17,2029-11-16,SITE023,SITE023_BLDG02,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000785,Compressor,Air Compressor,Utilities,Atlas Copco,2021-02-25,2026-02-24,SITE023,SITE023_BLDG05,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000786,Boiler,Boiler,Utilities,Thermax,2022-12-22,2027-12-21,SITE023,SITE023_BLDG03,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000787,Generator,Generator,Power,Cummins,2019-11-20,2024-11-18,SITE023,SITE023_BLDG03,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000788,Generator,Generator,Power,Cummins,2024-02-24,2029-02-22,SITE023,SITE023_BLDG05,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000789,Compressor,Air Compressor,Utilities,Atlas Copco,2021-07-14,2026-07-13,SITE023,SITE023_BLDG03,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000790,Conveyor,Conveyor Belt,Production,Siemens,2019-05-10,2024-05-08,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000791,Generator,Generator,Power,Cummins,2023-04-03,2028-04-01,SITE023,SITE023_BLDG04,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000792,AHU,HVAC Unit,Infrastructure,Daikin,2019-08-18,2024-08-16,SITE023,SITE023_BLDG06,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000793,CNC,CNC Machine,Production,Mazak,2020-12-02,2025-12-01,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000794,AHU,HVAC Unit,Infrastructure,Daikin,2023-11-13,2028-11-11,SITE023,SITE023_BLDG06,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000795,Forklift,Forklift,Material Handling,Toyota,2025-05-06,2030-05-05,SITE023,SITE023_BLDG07,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000796,Conveyor,Conveyor Belt,Production,Siemens,2024-12-03,2029-12-02,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000797,Compressor,Air Compressor,Utilities,Atlas Copco,2021-05-15,2026-05-14,SITE023,SITE023_BLDG07,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000798,AHU,HVAC Unit,Infrastructure,Daikin,2022-01-15,2027-01-14,SITE023,SITE023_BLDG01,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000799,Conveyor,Conveyor Belt,Production,Siemens,2022-02-22,2027-02-21,SITE023,SITE023_BLDG05,CUST004,Manufacturing,Surat,Production Facility,Surat Production Facility
ASSET000800,CNC,CNC Machine,Production,Mazak,2021-01-04,2026-01-03,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000801,CNC,CNC Machine,Production,Mazak,2021-04-28,2026-04-27,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000802,Robot,Industrial Robot,Automation,ABB,2023-06-20,2028-06-18,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000803,Boiler,Boiler,Utilities,Thermax,2020-10-27,2025-10-26,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000804,Compressor,Air Compressor,Utilities,Atlas Copco,2025-05-10,2030-05-09,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000805,Forklift,Forklift,Material Handling,Toyota,2023-04-22,2028-04-20,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000806,Robot,Industrial Robot,Automation,ABB,2019-11-18,2024-11-16,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000807,Forklift,Forklift,Material Handling,Toyota,2019-08-08,2024-08-06,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000808,Generator,Generator,Power,Cummins,2021-08-08,2026-08-07,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000809,Forklift,Forklift,Material Handling,Toyota,2025-10-14,2030-10-13,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000810,Generator,Generator,Power,Cummins,2022-08-29,2027-08-28,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000811,Boiler,Boiler,Utilities,Thermax,2024-01-20,2029-01-18,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000812,Compressor,Air Compressor,Utilities,Atlas Copco,2022-12-28,2027-12-27,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000813,Generator,Generator,Power,Cummins,2023-11-04,2028-11-02,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000814,Generator,Generator,Power,Cummins,2019-12-18,2024-12-16,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000815,Boiler,Boiler,Utilities,Thermax,2021-10-06,2026-10-05,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000816,Conveyor,Conveyor Belt,Production,Siemens,2019-12-03,2024-12-01,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000817,Robot,Industrial Robot,Automation,ABB,2023-04-06,2028-04-04,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000818,Robot,Industrial Robot,Automation,ABB,2023-05-15,2028-05-13,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000819,Forklift,Forklift,Material Handling,Toyota,2020-03-12,2025-03-11,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000820,CNC,CNC Machine,Production,Mazak,2022-06-16,2027-06-15,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000821,Forklift,Forklift,Material Handling,Toyota,2022-01-09,2027-01-08,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000822,Robot,Industrial Robot,Automation,ABB,2019-12-24,2024-12-22,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000823,Generator,Generator,Power,Cummins,2024-01-13,2029-01-11,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000824,Generator,Generator,Power,Cummins,2020-02-28,2025-02-26,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000825,Conveyor,Conveyor Belt,Production,Siemens,2022-12-20,2027-12-19,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000826,Conveyor,Conveyor Belt,Production,Siemens,2025-09-11,2030-09-10,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000827,Forklift,Forklift,Material Handling,Toyota,2023-04-27,2028-04-25,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000828,Boiler,Boiler,Utilities,Thermax,2023-08-22,2028-08-20,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000829,Conveyor,Conveyor Belt,Production,Siemens,2025-04-10,2030-04-09,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000830,Robot,Industrial Robot,Automation,ABB,2023-04-09,2028-04-07,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000831,Robot,Industrial Robot,Automation,ABB,2022-01-06,2027-01-05,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000832,Boiler,Boiler,Utilities,Thermax,2024-07-12,2029-07-11,SITE024,SITE024_BLDG01,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000833,Conveyor,Conveyor Belt,Production,Siemens,2020-11-15,2025-11-14,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000834,Boiler,Boiler,Utilities,Thermax,2023-09-21,2028-09-19,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000835,AHU,HVAC Unit,Infrastructure,Daikin,2019-11-12,2024-11-10,SITE024,SITE024_BLDG02,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
ASSET000836,Boiler,Boiler,Utilities,Thermax,2021-10-07,2026-10-06,SITE024,SITE024_BLDG03,CUST004,Manufacturing,Chennai,Industrial Unit,Chennai Industrial Unit
