asset_id,site_id,building_id,customer_id,asset_type,asset_name,category,manufacturer,installation_date,warranty_expiry
ASSET000421,SITE013,SITE013_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2021-09-23,2026-09-22
ASSET000422,SITE013,SITE013_BLDG01,CUST002,UPS,UPS,Power,APC,2024-11-16,2029-11-15
ASSET000423,SITE013,SITE013_BLDG03,CUST002,UPS,UPS,Power,APC,2022-06-24,2027-06-23
ASSET000424,SITE013,SITE013_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2021-06-26,2026-06-25
ASSET000425,SITE013,SITE013_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2019-11-09,2024-11-07
ASSET000426,SITE013,SITE013_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-12-13,2029-12-12
ASSET000427,SITE013,SITE013_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2022-12-02,2027-12-01
ASSET000428,SITE013,SITE013_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2021-08-25,2026-08-24
ASSET000429,SITE013,SITE013_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2021-11-14,2026-11-13
ASSET000430,SITE013,SITE013_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2025-10-03,2030-10-02
ASSET000431,SITE013,SITE013_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2020-12-26,2025-12-25
ASSET000432,SITE013,SITE013_BLDG03,CUST002,Server,Server Rack,IT,Dell,2024-03-15,2029-03-14
ASSET000433,SITE013,SITE013_BLDG03,CUST002,Server,Server Rack,IT,Dell,2025-05-01,2030-04-30
ASSET000434,SITE013,SITE013_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2022-07-18,2027-07-17
ASSET000435,SITE013,SITE013_BLDG02,CUST002,Server,Server Rack,IT,Dell,2019-10-07,2024-10-05
ASSET000436,SITE013,SITE013_BLDG02,CUST002,Server,Server Rack,IT,Dell,2022-05-25,2027-05-24
ASSET000437,SITE013,SITE013_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2022-12-12,2027-12-11
ASSET000438,SITE013,SITE013_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-06-25,2027-06-24
ASSET000439,SITE013,SITE013_BLDG01,CUST002,Server,Server Rack,IT,Dell,2019-06-04,2024-06-02
ASSET000440,SITE013,SITE013_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2022-03-21,2027-03-20
ASSET000441,SITE013,SITE013_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-11-24,2030-11-23
ASSET000442,SITE013,SITE013_BLDG03,CUST002,UPS,UPS,Power,APC,2024-03-10,2029-03-09
ASSET000443,SITE013,SITE013_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2024-01-17,2029-01-15
ASSET000444,SITE013,SITE013_BLDG03,CUST002,Display,Digital Signage,Marketing,LG,2022-08-09,2027-08-08
ASSET000445,SITE013,SITE013_BLDG01,CUST002,Server,Server Rack,IT,Dell,2024-08-15,2029-08-14
ASSET000446,SITE013,SITE013_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2024-01-20,2029-01-18
ASSET000447,SITE013,SITE013_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2019-12-12,2024-12-10
ASSET000448,SITE013,SITE013_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2019-06-10,2024-06-08
ASSET000449,SITE013,SITE013_BLDG03,CUST002,Server,Server Rack,IT,Dell,2023-12-05,2028-12-03
ASSET000450,SITE013,SITE013_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2023-01-30,2028-01-29
ASSET000451,SITE013,SITE013_BLDG02,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2023-05-06,2028-05-04
ASSET000452,SITE013,SITE013_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-09-14,2030-09-13
ASSET000453,SITE013,SITE013_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2019-09-27,2024-09-25
ASSET000454,SITE013,SITE013_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-04-04,2030-04-03
ASSET000455,SITE013,SITE013_BLDG02,CUST002,UPS,UPS,Power,APC,2022-03-09,2027-03-08
ASSET000456,SITE013,SITE013_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-09-27,2027-09-26
ASSET000457,SITE013,SITE013_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-12-03,2027-12-02
ASSET000458,SITE013,SITE013_BLDG03,CUST002,UPS,UPS,Power,APC,2020-06-12,2025-06-11
ASSET000459,SITE013,SITE013_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-06-22,2027-06-21
ASSET000460,SITE013,SITE013_BLDG01,CUST002,UPS,UPS,Power,APC,2022-09-07,2027-09-06
ASSET000461,SITE013,SITE013_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-10-01,2028-09-29
ASSET000462,SITE013,SITE013_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2019-03-16,2024-03-14
ASSET000463,SITE013,SITE013_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2021-01-08,2026-01-07
ASSET000464,SITE013,SITE013_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2024-06-14,2029-06-13
ASSET000465,SITE013,SITE013_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2020-07-17,2025-07-16
ASSET000466,SITE014,SITE014_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2020-02-19,2025-02-17
ASSET000467,SITE014,SITE014_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-12-06,2030-12-05
ASSET000468,SITE014,SITE014_BLDG01,CUST002,UPS,UPS,Power,APC,2020-09-23,2025-09-22
ASSET000469,SITE014,SITE014_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2020-11-09,2025-11-08
ASSET000470,SITE014,SITE014_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2023-08-10,2028-08-08
ASSET000471,SITE014,SITE014_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2023-12-25,2028-12-23
ASSET000472,SITE014,SITE014_BLDG01,CUST002,Server,Server Rack,IT,Dell,2021-08-16,2026-08-15
ASSET000473,SITE014,SITE014_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-04-05,2029-04-04
ASSET000474,SITE014,SITE014_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-05-25,2030-05-24
ASSET000475,SITE014,SITE014_BLDG02,CUST002,Server,Server Rack,IT,Dell,2022-02-28,2027-02-27
ASSET000476,SITE014,SITE014_BLDG01,CUST002,UPS,UPS,Power,APC,2020-10-25,2025-10-24
ASSET000477,SITE014,SITE014_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2021-10-21,2026-10-20
ASSET000478,SITE014,SITE014_BLDG01,CUST002,Server,Server Rack,IT,Dell,2023-03-01,2028-02-28
ASSET000479,SITE014,SITE014_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-03-13,2027-03-12
ASSET000480,SITE014,SITE014_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-01-22,2027-01-21
ASSET000481,SITE014,SITE014_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2023-11-27,2028-11-25
ASSET000482,SITE014,SITE014_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2024-01-22,2029-01-20
ASSET000483,SITE014,SITE014_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2023-08-27,2028-08-25
ASSET000484,SITE014,SITE014_BLDG02,CUST002,UPS,UPS,Power,APC,2024-08-18,2029-08-17
ASSET000485,SITE014,SITE014_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2023-05-01,2028-04-29
ASSET000486,SITE014,SITE014_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2021-07-08,2026-07-07
ASSET000487,SITE014,SITE014_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-02-10,2025-02-08
ASSET000488,SITE015,SITE015_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2020-07-17,2025-07-16
ASSET000489,SITE015,SITE015_BLDG03,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-04-19,2029-04-18
ASSET000490,SITE015,SITE015_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2024-04-05,2029-04-04
ASSET000491,SITE015,SITE015_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2019-11-21,2024-11-19
ASSET000492,SITE015,SITE015_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2021-06-02,2026-06-01
ASSET000493,SITE015,SITE015_BLDG02,CUST002,UPS,UPS,Power,APC,2020-03-31,2025-03-30
ASSET000494,SITE015,SITE015_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2022-05-18,2027-05-17
ASSET000495,SITE015,SITE015_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2021-09-03,2026-09-02
ASSET000496,SITE015,SITE015_BLDG01,CUST002,Server,Server Rack,IT,Dell,2019-09-15,2024-09-13
ASSET000497,SITE015,SITE015_BLDG03,CUST002,Server,Server Rack,IT,Dell,2025-09-10,2030-09-09
ASSET000498,SITE015,SITE015_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2024-10-11,2029-10-10
ASSET000499,SITE015,SITE015_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2020-08-11,2025-08-10
ASSET000500,SITE015,SITE015_BLDG03,CUST002,UPS,UPS,Power,APC,2019-01-07,2024-01-06
ASSET000501,SITE015,SITE015_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2021-09-12,2026-09-11
ASSET000502,SITE015,SITE015_BLDG03,CUST002,UPS,UPS,Power,APC,2021-02-06,2026-02-05
ASSET000503,SITE015,SITE015_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-11-14,2029-11-13
ASSET000504,SITE015,SITE015_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-11-24,2029-11-23
ASSET000505,SITE015,SITE015_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2023-05-19,2028-05-17
ASSET000506,SITE015,SITE015_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2023-05-04,2028-05-02
ASSET000507,SITE015,SITE015_BLDG02,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2019-03-08,2024-03-06
ASSET000508,SITE015,SITE015_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-11-13,2027-11-12
ASSET000509,SITE015,SITE015_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-07-11,2030-07-10
ASSET000510,SITE015,SITE015_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-06-30,2025-06-29
ASSET000511,SITE015,SITE015_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-02-14,2030-02-13
ASSET000512,SITE015,SITE015_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2024-03-18,2029-03-17
ASSET000513,SITE015,SITE015_BLDG01,CUST002,Server,Server Rack,IT,Dell,2021-01-16,2026-01-15
ASSET000514,SITE015,SITE015_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-02-18,2029-02-16
ASSET000515,SITE015,SITE015_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2021-04-05,2026-04-04
ASSET000516,SITE015,SITE015_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2019-06-21,2024-06-19
ASSET000517,SITE015,SITE015_BLDG02,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-10-12,2029-10-11
ASSET000518,SITE015,SITE015_BLDG01,CUST002,Server,Server Rack,IT,Dell,2021-11-03,2026-11-02
ASSET000519,SITE015,SITE015_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2022-03-17,2027-03-16
ASSET000520,SITE015,SITE015_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2022-09-21,2027-09-20
ASSET000521,SITE015,SITE015_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-02-16,2028-02-15
ASSET000522,SITE015,SITE015_BLDG02,CUST002,UPS,UPS,Power,APC,2023-12-07,2028-12-05
ASSET000523,SITE015,SITE015_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2021-02-04,2026-02-03
ASSET000524,SITE015,SITE015_BLDG03,CUST002,Server,Server Rack,IT,Dell,2023-02-13,2028-02-12
ASSET000525,SITE015,SITE015_BLDG03,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2019-12-05,2024-12-03
ASSET000526,SITE015,SITE015_BLDG02,CUST002,UPS,UPS,Power,APC,2019-11-20,2024-11-18
ASSET000527,SITE015,SITE015_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2025-02-12,2030-02-11
ASSET000528,SITE015,SITE015_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-02-25,2025-02-23
ASSET000529,SITE015,SITE015_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2022-04-25,2027-04-24
ASSET000530,SITE015,SITE015_BLDG03,CUST002,Server,Server Rack,IT,Dell,2025-10-04,2030-10-03
ASSET000531,SITE015,SITE015_BLDG03,CUST002,UPS,UPS,Power,APC,2020-11-13,2025-11-12
ASSET000532,SITE015,SITE015_BLDG02,CUST002,Server,Server Rack,IT,Dell,2022-12-10,2027-12-09
ASSET000533,SITE016,SITE016_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-11-23,2030-11-22
ASSET000534,SITE016,SITE016_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2019-08-23,2024-08-21
ASSET000535,SITE016,SITE016_BLDG03,CUST002,UPS,UPS,Power,APC,2023-01-28,2028-01-27
ASSET000536,SITE016,SITE016_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2019-05-08,2024-05-06
ASSET000537,SITE016,SITE016_BLDG01,CUST002,Server,Server Rack,IT,Dell,2019-05-23,2024-05-21
ASSET000538,SITE016,SITE016_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2021-08-24,2026-08-23
ASSET000539,SITE016,SITE016_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2023-01-23,2028-01-22
ASSET000540,SITE016,SITE016_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2025-10-14,2030-10-13
ASSET000541,SITE016,SITE016_BLDG02,CUST002,Server,Server Rack,IT,Dell,2023-02-28,2028-02-27
ASSET000542,SITE016,SITE016_BLDG03,CUST002,Server,Server Rack,IT,Dell,2019-11-11,2024-11-09
ASSET000543,SITE016,SITE016_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2024-12-08,2029-12-07
ASSET000544,SITE016,SITE016_BLDG03,CUST002,UPS,UPS,Power,APC,2022-07-11,2027-07-10
ASSET000545,SITE016,SITE016_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2021-10-19,2026-10-18
ASSET000546,SITE016,SITE016_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2021-02-01,2026-01-31
ASSET000547,SITE016,SITE016_BLDG01,CUST002,UPS,UPS,Power,APC,2025-04-19,2030-04-18
ASSET000548,SITE016,SITE016_BLDG03,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2021-12-02,2026-12-01
ASSET000549,SITE016,SITE016_BLDG03,CUST002,Server,Server Rack,IT,Dell,2021-05-28,2026-05-27
ASSET000550,SITE016,SITE016_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-07-04,2029-07-03
ASSET000551,SITE016,SITE016_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2020-07-09,2025-07-08
ASSET000552,SITE016,SITE016_BLDG03,CUST002,Server,Server Rack,IT,Dell,2020-12-08,2025-12-07
ASSET000553,SITE016,SITE016_BLDG03,CUST002,Server,Server Rack,IT,Dell,2019-12-26,2024-12-24
ASSET000554,SITE017,SITE017_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2022-11-24,2027-11-23
ASSET000555,SITE017,SITE017_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-03-02,2030-03-01
ASSET000556,SITE017,SITE017_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2022-05-13,2027-05-12
ASSET000557,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2023-01-20,2028-01-19
ASSET000558,SITE017,SITE017_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2020-05-12,2025-05-11
ASSET000559,SITE017,SITE017_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2021-08-27,2026-08-26
ASSET000560,SITE017,SITE017_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2023-01-18,2028-01-17
ASSET000561,SITE017,SITE017_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2024-03-29,2029-03-28
ASSET000562,SITE017,SITE017_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2025-11-11,2030-11-10
ASSET000563,SITE017,SITE017_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-06-20,2027-06-19
ASSET000564,SITE017,SITE017_BLDG02,CUST002,Server,Server Rack,IT,Dell,2024-11-23,2029-11-22
ASSET000565,SITE017,SITE017_BLDG01,CUST002,UPS,UPS,Power,APC,2025-06-12,2030-06-11
ASSET000566,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-07-22,2027-07-21
ASSET000567,SITE017,SITE017_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-01-18,2029-01-16
ASSET000568,SITE017,SITE017_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-06-09,2025-06-08
ASSET000569,SITE017,SITE017_BLDG02,CUST002,CCTV,CCTV Camera,Security,Hikvision,2020-06-12,2025-06-11
ASSET000570,SITE017,SITE017_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2020-05-23,2025-05-22
ASSET000571,SITE017,SITE017_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-05-30,2027-05-29
ASSET000572,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-08-14,2027-08-13
ASSET000573,SITE017,SITE017_BLDG03,CUST002,Display,Digital Signage,Marketing,LG,2022-11-18,2027-11-17
ASSET000574,SITE017,SITE017_BLDG02,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2019-11-20,2024-11-18
ASSET000575,SITE017,SITE017_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2025-03-06,2030-03-05
ASSET000576,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-05-25,2027-05-24
ASSET000577,SITE017,SITE017_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-08-20,2029-08-19
ASSET000578,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2025-08-21,2030-08-20
ASSET000579,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2020-12-02,2025-12-01
ASSET000580,SITE017,SITE017_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-04-27,2030-04-26
ASSET000581,SITE017,SITE017_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2019-11-29,2024-11-27
ASSET000582,SITE017,SITE017_BLDG03,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2021-05-13,2026-05-12
ASSET000583,SITE017,SITE017_BLDG03,CUST002,UPS,UPS,Power,APC,2025-12-06,2030-12-05
ASSET000584,SITE017,SITE017_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2024-08-01,2029-07-31
ASSET000585,SITE017,SITE017_BLDG02,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2022-05-22,2027-05-21
ASSET000586,SITE017,SITE017_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2023-07-22,2028-07-20
ASSET000587,SITE017,SITE017_BLDG03,CUST002,Server,Server Rack,IT,Dell,2019-10-26,2024-10-24
ASSET000588,SITE017,SITE017_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2020-10-09,2025-10-08
ASSET000589,SITE017,SITE017_BLDG02,CUST002,UPS,UPS,Power,APC,2024-06-06,2029-06-05
ASSET000590,SITE017,SITE017_BLDG03,CUST002,Display,Digital Signage,Marketing,LG,2022-10-25,2027-10-24
ASSET000591,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-07-04,2027-07-03
ASSET000592,SITE017,SITE017_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2022-11-15,2027-11-14
ASSET000593,SITE017,SITE017_BLDG03,CUST002,CCTV,CCTV Camera,Security,Hikvision,2023-02-26,2028-02-25
ASSET000594,SITE017,SITE017_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-07-31,2027-07-30
ASSET000595,SITE017,SITE017_BLDG02,CUST002,Server,Server Rack,IT,Dell,2020-05-16,2025-05-15
ASSET000596,SITE017,SITE017_BLDG01,CUST002,Server,Server Rack,IT,Dell,2021-10-12,2026-10-11
ASSET000597,SITE017,SITE017_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2019-07-27,2024-07-25
ASSET000598,SITE017,SITE017_BLDG02,CUST002,UPS,UPS,Power,APC,2025-11-25,2030-11-24
ASSET000599,SITE017,SITE017_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2020-10-16,2025-10-15
ASSET000600,SITE017,SITE017_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2021-02-16,2026-02-15
ASSET000601,SITE017,SITE017_BLDG02,CUST002,Server,Server Rack,IT,Dell,2024-10-09,2029-10-08
ASSET000602,SITE017,SITE017_BLDG02,CUST002,Server,Server Rack,IT,Dell,2022-06-17,2027-06-16
ASSET000603,SITE017,SITE017_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2020-01-04,2025-01-02
ASSET000604,SITE018,SITE018_BLDG01,CUST002,Server,Server Rack,IT,Dell,2021-09-13,2026-09-12
ASSET000605,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2019-07-19,2024-07-17
ASSET000606,SITE018,SITE018_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-07-20,2029-07-19
ASSET000607,SITE018,SITE018_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2025-01-07,2030-01-06
ASSET000608,SITE018,SITE018_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-11-01,2028-10-30
ASSET000609,SITE018,SITE018_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2023-02-07,2028-02-06
ASSET000610,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2019-07-05,2024-07-03
ASSET000611,SITE018,SITE018_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2025-05-24,2030-05-23
ASSET000612,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-03-16,2030-03-15
ASSET000613,SITE018,SITE018_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-05-02,2028-04-30
ASSET000614,SITE018,SITE018_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2025-12-27,2030-12-26
ASSET000615,SITE018,SITE018_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2020-02-01,2025-01-30
ASSET000616,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2022-10-20,2027-10-19
ASSET000617,SITE018,SITE018_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2021-03-26,2026-03-25
ASSET000618,SITE018,SITE018_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2019-07-05,2024-07-03
ASSET000619,SITE018,SITE018_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2022-09-26,2027-09-25
ASSET000620,SITE018,SITE018_BLDG01,CUST002,Server,Server Rack,IT,Dell,2020-09-02,2025-09-01
ASSET000621,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-11-16,2030-11-15
ASSET000622,SITE018,SITE018_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2023-05-29,2028-05-27
ASSET000623,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2024-09-08,2029-09-07
ASSET000624,SITE018,SITE018_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-04-29,2029-04-28
ASSET000625,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2022-09-18,2027-09-17
ASSET000626,SITE018,SITE018_BLDG01,CUST002,UPS,UPS,Power,APC,2025-07-18,2030-07-17
ASSET000627,SITE018,SITE018_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2025-09-10,2030-09-09
ASSET000628,SITE018,SITE018_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2025-06-27,2030-06-26
ASSET000629,SITE018,SITE018_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2025-07-18,2030-07-17
ASSET000630,SITE018,SITE018_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2024-11-17,2029-11-16
ASSET000631,SITE018,SITE018_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2021-09-19,2026-09-18
ASSET000632,SITE018,SITE018_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2021-02-20,2026-02-19
ASSET000633,SITE018,SITE018_BLDG01,CUST002,Server,Server Rack,IT,Dell,2022-07-08,2027-07-07
ASSET000634,SITE018,SITE018_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2023-08-19,2028-08-17
ASSET000635,SITE018,SITE018_BLDG01,CUST002,UPS,UPS,Power,APC,2024-08-17,2029-08-16
ASSET000636,SITE018,SITE018_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2020-07-19,2025-07-18
ASSET000637,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2024-05-13,2029-05-12
ASSET000638,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-12-10,2025-12-09
ASSET000639,SITE018,SITE018_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-02-15,2030-02-14
ASSET000640,SITE019,SITE019_BLDG02,CUST003,UPS,UPS,Power,APC,2025-11-03,2030-11-02
ASSET000641,SITE019,SITE019_BLDG02,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2021-10-06,2026-10-05
ASSET000642,SITE019,SITE019_BLDG02,CUST003,UPS,UPS,Power,APC,2021-07-10,2026-07-09
ASSET000643,SITE019,SITE019_BLDG03,CUST003,UPS,UPS,Power,APC,2021-04-29,2026-04-28
ASSET000644,SITE019,SITE019_BLDG02,CUST003,Printer,Printer,Office Equipment,HP,2022-07-22,2027-07-21
