event_id,timestamp,asset_id,event_type,severity,message
EVT012751,2025-07-01 12:05:00,ASSET000690,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012752,2025-07-01 12:10:00,ASSET000690,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012753,2025-07-01 13:00:00,ASSET000690,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012754,2025-07-01 13:45:00,ASSET000690,Warning,Medium,WiFi Access Point has been shut down.
EVT012755,2025-07-01 13:55:00,ASSET000690,Warning,Medium,WiFi Access Point has been shut down.
EVT012756,2025-07-01 14:00:00,ASSET000690,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012757,2025-07-01 14:20:00,ASSET000690,Warning,Medium,WiFi Access Point has been shut down.
EVT012758,2025-07-01 14:40:00,ASSET000690,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012759,2025-07-01 15:05:00,ASSET000690,Warning,Medium,WiFi Access Point has been shut down.
EVT012760,2025-07-01 15:10:00,ASSET000690,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012761,2025-07-01 15:30:00,ASSET000690,Warning,Medium,WiFi Access Point has been shut down.
EVT012762,2025-07-01 15:35:00,ASSET000690,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012763,2025-07-01 08:10:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012764,2025-07-01 08:40:00,ASSET000691,Warning,Medium,Network Switch has been shut down.
EVT012765,2025-07-01 09:35:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012766,2025-07-01 09:45:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012767,2025-07-01 10:20:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012768,2025-07-01 11:10:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012769,2025-07-01 11:20:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012770,2025-07-01 12:10:00,ASSET000691,Alarm,High,High temperature detected in Network Switch.
EVT012771,2025-07-01 12:25:00,ASSET000691,Alarm,High,High temperature detected in Network Switch.
EVT012772,2025-07-01 13:20:00,ASSET000691,Warning,Medium,Network Switch has been shut down.
EVT012773,2025-07-01 13:25:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012774,2025-07-01 14:00:00,ASSET000691,Fault,High,Excessive vibration detected in Network Switch.
EVT012775,2025-07-01 14:10:00,ASSET000691,Alarm,Medium,Abnormal power consumption detected in Network Switch.
EVT012776,2025-07-01 14:40:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012777,2025-07-01 14:50:00,ASSET000691,Warning,Medium,Network Switch has been shut down.
EVT012778,2025-07-01 15:20:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012779,2025-07-01 15:25:00,ASSET000691,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012780,2025-07-01 08:10:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012781,2025-07-01 08:15:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012782,2025-07-01 08:20:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012783,2025-07-01 08:45:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012784,2025-07-01 09:10:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012785,2025-07-01 09:15:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012786,2025-07-01 09:25:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012787,2025-07-01 10:05:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012788,2025-07-01 10:10:00,ASSET000692,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012789,2025-07-01 10:15:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012790,2025-07-01 10:20:00,ASSET000692,Warning,Medium,Biometric Device has been shut down.
EVT012791,2025-07-01 10:30:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012792,2025-07-01 10:50:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012793,2025-07-01 10:55:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012794,2025-07-01 11:35:00,ASSET000692,Warning,Medium,Biometric Device has been shut down.
EVT012795,2025-07-01 11:45:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012796,2025-07-01 11:50:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012797,2025-07-01 12:45:00,ASSET000692,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012798,2025-07-01 12:50:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012799,2025-07-01 12:55:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012800,2025-07-01 13:20:00,ASSET000692,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012801,2025-07-01 13:45:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012802,2025-07-01 14:25:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012803,2025-07-01 14:50:00,ASSET000692,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012804,2025-07-01 15:10:00,ASSET000692,Warning,Medium,Biometric Device has been shut down.
EVT012805,2025-07-01 15:15:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012806,2025-07-01 15:20:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012807,2025-07-01 15:30:00,ASSET000692,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012808,2025-07-01 15:50:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012809,2025-07-01 16:05:00,ASSET000692,Fault,High,Excessive vibration detected in Biometric Device.
EVT012810,2025-07-01 08:05:00,ASSET000693,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012811,2025-07-01 10:00:00,ASSET000693,Warning,Medium,WiFi Access Point has been shut down.
EVT012812,2025-07-01 10:25:00,ASSET000693,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012813,2025-07-01 10:30:00,ASSET000693,Warning,Medium,WiFi Access Point has been shut down.
EVT012814,2025-07-01 10:50:00,ASSET000693,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012815,2025-07-01 12:30:00,ASSET000693,Warning,Medium,WiFi Access Point has been shut down.
EVT012816,2025-07-01 13:20:00,ASSET000693,Warning,Medium,WiFi Access Point has been shut down.
EVT012817,2025-07-01 14:15:00,ASSET000693,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012818,2025-07-01 08:35:00,ASSET000694,Warning,Medium,Printer has been shut down.
EVT012819,2025-07-01 09:05:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012820,2025-07-01 10:05:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012821,2025-07-01 11:40:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012822,2025-07-01 11:45:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012823,2025-07-01 12:10:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012824,2025-07-01 12:20:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012825,2025-07-01 12:55:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012826,2025-07-01 13:20:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012827,2025-07-01 13:40:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012828,2025-07-01 13:45:00,ASSET000694,Warning,Medium,Printer has been shut down.
EVT012829,2025-07-01 13:55:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012830,2025-07-01 14:00:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012831,2025-07-01 14:30:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012832,2025-07-01 15:25:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012833,2025-07-01 16:05:00,ASSET000694,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012834,2025-07-01 16:10:00,ASSET000694,Warning,Medium,Printer has been shut down.
EVT012835,2025-07-01 08:25:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012836,2025-07-01 09:25:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012837,2025-07-01 09:35:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012838,2025-07-01 11:20:00,ASSET000695,Warning,Medium,Conference Display has been shut down.
EVT012839,2025-07-01 11:35:00,ASSET000695,Warning,Medium,Conference Display has been shut down.
EVT012840,2025-07-01 13:35:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012841,2025-07-01 14:25:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012842,2025-07-01 14:30:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012843,2025-07-01 14:40:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012844,2025-07-01 15:20:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012845,2025-07-01 15:40:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012846,2025-07-01 15:45:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012847,2025-07-01 16:00:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012848,2025-07-01 16:10:00,ASSET000695,Warning,Low,Conference Display is undergoing scheduled maintenance.
EVT012849,2025-07-01 16:15:00,ASSET000695,Alarm,Medium,Abnormal power consumption detected in Conference Display.
EVT012850,2025-07-01 08:10:00,ASSET000696,Warning,Medium,Desktop Computer has been shut down.
EVT012851,2025-07-01 08:20:00,ASSET000696,Warning,Medium,Desktop Computer has been shut down.
EVT012852,2025-07-01 08:45:00,ASSET000696,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012853,2025-07-01 08:50:00,ASSET000696,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012854,2025-07-01 10:05:00,ASSET000696,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012855,2025-07-01 10:15:00,ASSET000696,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012856,2025-07-01 11:50:00,ASSET000696,Warning,Medium,Desktop Computer has been shut down.
EVT012857,2025-07-01 12:40:00,ASSET000696,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012858,2025-07-01 12:45:00,ASSET000696,Warning,Medium,Desktop Computer has been shut down.
EVT012859,2025-07-01 12:50:00,ASSET000696,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012860,2025-07-01 13:50:00,ASSET000696,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012861,2025-07-01 08:50:00,ASSET000697,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012862,2025-07-01 09:00:00,ASSET000697,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012863,2025-07-01 09:10:00,ASSET000697,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012864,2025-07-01 09:20:00,ASSET000697,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012865,2025-07-01 10:25:00,ASSET000697,Warning,Medium,Network Switch has been shut down.
EVT012866,2025-07-01 10:30:00,ASSET000697,Warning,Medium,Network Switch has been shut down.
EVT012867,2025-07-01 10:55:00,ASSET000697,Warning,Medium,Network Switch has been shut down.
EVT012868,2025-07-01 11:40:00,ASSET000697,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012869,2025-07-01 11:55:00,ASSET000697,Warning,Medium,Network Switch has been shut down.
EVT012870,2025-07-01 12:40:00,ASSET000697,Warning,Medium,Network Switch has been shut down.
EVT012871,2025-07-01 12:50:00,ASSET000697,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012872,2025-07-01 13:35:00,ASSET000697,Warning,Medium,Network Switch has been shut down.
EVT012873,2025-07-01 15:20:00,ASSET000697,Warning,Low,Network Switch is undergoing scheduled maintenance.
EVT012874,2025-07-01 08:10:00,ASSET000698,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012875,2025-07-01 08:40:00,ASSET000698,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012876,2025-07-01 08:50:00,ASSET000698,Warning,Medium,Printer has been shut down.
EVT012877,2025-07-01 09:10:00,ASSET000698,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012878,2025-07-01 09:15:00,ASSET000698,Fault,High,Excessive vibration detected in Printer.
EVT012879,2025-07-01 09:40:00,ASSET000698,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012880,2025-07-01 09:45:00,ASSET000698,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012881,2025-07-01 10:05:00,ASSET000698,Warning,Medium,Printer has been shut down.
EVT012882,2025-07-01 11:35:00,ASSET000698,Warning,Medium,Printer has been shut down.
EVT012883,2025-07-01 11:50:00,ASSET000698,Warning,Medium,Printer has been shut down.
EVT012884,2025-07-01 12:15:00,ASSET000698,Warning,Medium,Printer has been shut down.
EVT012885,2025-07-01 13:10:00,ASSET000698,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012886,2025-07-01 14:00:00,ASSET000698,Warning,Medium,Printer has been shut down.
EVT012887,2025-07-01 15:25:00,ASSET000698,Warning,Medium,Printer has been shut down.
EVT012888,2025-07-01 16:15:00,ASSET000698,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012889,2025-07-01 09:15:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012890,2025-07-01 10:15:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012891,2025-07-01 11:35:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012892,2025-07-01 11:55:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012893,2025-07-01 12:25:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012894,2025-07-01 12:45:00,ASSET000699,Warning,Medium,Printer has been shut down.
EVT012895,2025-07-01 13:10:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012896,2025-07-01 13:15:00,ASSET000699,Warning,Medium,Printer has been shut down.
EVT012897,2025-07-01 13:35:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012898,2025-07-01 13:45:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012899,2025-07-01 13:55:00,ASSET000699,Warning,Medium,Printer has been shut down.
EVT012900,2025-07-01 14:45:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012901,2025-07-01 15:10:00,ASSET000699,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012902,2025-07-01 15:50:00,ASSET000699,Warning,Medium,Printer has been shut down.
EVT012903,2025-07-01 08:50:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012904,2025-07-01 10:30:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012905,2025-07-01 11:20:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012906,2025-07-01 11:50:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012907,2025-07-01 13:30:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012908,2025-07-01 13:40:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012909,2025-07-01 14:55:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012910,2025-07-01 15:30:00,ASSET000700,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT012911,2025-07-01 08:00:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012912,2025-07-01 08:05:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012913,2025-07-01 08:30:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012914,2025-07-01 09:05:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012915,2025-07-01 09:25:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012916,2025-07-01 09:35:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012917,2025-07-01 09:55:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012918,2025-07-01 10:05:00,ASSET000701,Alarm,High,High temperature detected in Biometric Device.
EVT012919,2025-07-01 10:40:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012920,2025-07-01 10:45:00,ASSET000701,Alarm,Medium,Abnormal power consumption detected in Biometric Device.
EVT012921,2025-07-01 10:55:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012922,2025-07-01 11:20:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012923,2025-07-01 11:40:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012924,2025-07-01 11:45:00,ASSET000701,Fault,High,Excessive vibration detected in Biometric Device.
EVT012925,2025-07-01 11:50:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012926,2025-07-01 11:55:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012927,2025-07-01 12:45:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012928,2025-07-01 13:20:00,ASSET000701,Alarm,High,High temperature detected in Biometric Device.
EVT012929,2025-07-01 13:30:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012930,2025-07-01 14:55:00,ASSET000701,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012931,2025-07-01 15:35:00,ASSET000701,Warning,Medium,Biometric Device has been shut down.
EVT012932,2025-07-01 15:45:00,ASSET000701,Fault,High,Excessive vibration detected in Biometric Device.
EVT012933,2025-07-01 08:00:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012934,2025-07-01 08:15:00,ASSET000702,Alarm,Medium,Abnormal power consumption detected in Printer.
EVT012935,2025-07-01 08:50:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012936,2025-07-01 08:55:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012937,2025-07-01 09:00:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012938,2025-07-01 09:05:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012939,2025-07-01 09:10:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012940,2025-07-01 09:20:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012941,2025-07-01 09:25:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012942,2025-07-01 09:50:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012943,2025-07-01 10:00:00,ASSET000702,Alarm,High,High temperature detected in Printer.
EVT012944,2025-07-01 10:20:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012945,2025-07-01 11:00:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012946,2025-07-01 11:15:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012947,2025-07-01 11:25:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012948,2025-07-01 11:40:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012949,2025-07-01 12:25:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012950,2025-07-01 12:35:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012951,2025-07-01 13:20:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012952,2025-07-01 13:30:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012953,2025-07-01 13:45:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012954,2025-07-01 15:00:00,ASSET000702,Warning,Medium,Printer has been shut down.
EVT012955,2025-07-01 15:35:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012956,2025-07-01 15:45:00,ASSET000702,Alarm,High,High temperature detected in Printer.
EVT012957,2025-07-01 16:00:00,ASSET000702,Warning,Low,Printer is undergoing scheduled maintenance.
EVT012958,2025-07-01 08:00:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012959,2025-07-01 08:10:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012960,2025-07-01 08:40:00,ASSET000703,Warning,Medium,Biometric Device has been shut down.
EVT012961,2025-07-01 09:05:00,ASSET000703,Warning,Medium,Biometric Device has been shut down.
EVT012962,2025-07-01 09:35:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012963,2025-07-01 10:05:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012964,2025-07-01 10:20:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012965,2025-07-01 10:30:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012966,2025-07-01 11:00:00,ASSET000703,Warning,Medium,Biometric Device has been shut down.
EVT012967,2025-07-01 12:00:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012968,2025-07-01 13:20:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012969,2025-07-01 13:45:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012970,2025-07-01 14:00:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012971,2025-07-01 14:10:00,ASSET000703,Warning,Medium,Biometric Device has been shut down.
EVT012972,2025-07-01 14:35:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012973,2025-07-01 15:00:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012974,2025-07-01 15:15:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012975,2025-07-01 15:50:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012976,2025-07-01 16:05:00,ASSET000703,Warning,Low,Biometric Device is undergoing scheduled maintenance.
EVT012977,2025-07-01 08:00:00,ASSET000704,Alarm,Medium,Abnormal power consumption detected in WiFi Access Point.
EVT012978,2025-07-01 08:15:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012979,2025-07-01 08:30:00,ASSET000704,Warning,Medium,WiFi Access Point has been shut down.
EVT012980,2025-07-01 09:05:00,ASSET000704,Alarm,High,High temperature detected in WiFi Access Point.
EVT012981,2025-07-01 09:55:00,ASSET000704,Fault,High,Excessive vibration detected in WiFi Access Point.
EVT012982,2025-07-01 11:15:00,ASSET000704,Warning,Medium,WiFi Access Point has been shut down.
EVT012983,2025-07-01 11:45:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012984,2025-07-01 11:50:00,ASSET000704,Warning,Medium,WiFi Access Point has been shut down.
EVT012985,2025-07-01 12:10:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012986,2025-07-01 12:30:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012987,2025-07-01 12:40:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012988,2025-07-01 13:05:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012989,2025-07-01 13:20:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012990,2025-07-01 13:25:00,ASSET000704,Fault,High,Excessive vibration detected in WiFi Access Point.
EVT012991,2025-07-01 13:35:00,ASSET000704,Warning,Medium,WiFi Access Point has been shut down.
EVT012992,2025-07-01 13:55:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012993,2025-07-01 14:20:00,ASSET000704,Alarm,High,High temperature detected in WiFi Access Point.
EVT012994,2025-07-01 14:25:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012995,2025-07-01 14:45:00,ASSET000704,Warning,Medium,WiFi Access Point has been shut down.
EVT012996,2025-07-01 14:50:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012997,2025-07-01 15:05:00,ASSET000704,Warning,Medium,WiFi Access Point has been shut down.
EVT012998,2025-07-01 15:25:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT012999,2025-07-01 15:45:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT013000,2025-07-01 15:50:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT013001,2025-07-01 15:55:00,ASSET000704,Warning,Low,WiFi Access Point is undergoing scheduled maintenance.
EVT013002,2025-07-01 09:05:00,ASSET000705,Warning,Medium,Desktop Computer has been shut down.
EVT013003,2025-07-01 09:15:00,ASSET000705,Warning,Medium,Desktop Computer has been shut down.
EVT013004,2025-07-01 10:25:00,ASSET000705,Warning,Medium,Desktop Computer has been shut down.
EVT013005,2025-07-01 10:35:00,ASSET000705,Warning,Medium,Desktop Computer has been shut down.
EVT013006,2025-07-01 10:40:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013007,2025-07-01 11:10:00,ASSET000705,Warning,Medium,Desktop Computer has been shut down.
EVT013008,2025-07-01 11:15:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013009,2025-07-01 12:00:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013010,2025-07-01 12:05:00,ASSET000705,Fault,High,Excessive vibration detected in Desktop Computer.
EVT013011,2025-07-01 13:05:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013012,2025-07-01 13:10:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013013,2025-07-01 13:35:00,ASSET000705,Warning,Medium,Desktop Computer has been shut down.
EVT013014,2025-07-01 14:20:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013015,2025-07-01 15:05:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013016,2025-07-01 15:50:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013017,2025-07-01 16:00:00,ASSET000705,Warning,Low,Desktop Computer is undergoing scheduled maintenance.
EVT013018,2025-07-01 08:05:00,ASSET000706,Fault,High,Excessive vibration detected in Conference Display.
EVT013019,2025-07-01 08:15:00,ASSET000706,Fault,High,Excessive vibration detected in Conference Display.
EVT013020,2025-07-01 08:20:00,ASSET000706,Warning,Medium,Conference Display has been shut down.
EVT013021,2025-07-01 08:25:00,ASSET000706,Fault,High,Excessive vibration detected in Conference Display.
EVT013022,2025-07-01 08:35:00,ASSET000706,Warning,Medium,Conference Display has been shut down.
EVT013023,2025-07-01 08:55:00,ASSET000706,Fault,High,Excessive vibration detected in Conference Display.
EVT013024,2025-07-01 09:40:00,ASSET000706,Warning,Low,Conference Display is undergoing scheduled maintenance.
